7436|Бирария Ale House|Заведения|Пловдив
4616|Медико-дентален център Sana|Красота и Релакс|Варна
2971|Ресторант Буено|Заведения|Пловдив
5975|Бар-ресторант Апетит|Заведения|Русе
4497|KMC Dental|Красота и Релакс|София
7160|"ДТ ""Стефан Киров"""|Култура|София
5899|Formula 3|Автомобили|Варна
4777|Дентален Център Фармадент|Здраве|Варна
9193|Beauty Salon Bounteous|Красота и Релакс|Варна
2937|Фото студио Папарака|Други|Пловдив
3508|Запрянов Травел|Туризъм|София
5997|Бистро Европа|Заведения|Варна
3255|Victoria SPA|Красота и Релакс|Велинград Свети Влас София
3925|Аквафор - филтри за вода|Пазаруване|София
5449|Studio S|Красота и Релакс|Варна
6934|Гранд Хотел Банско****|Туризъм|Банско
2940|Raffy - Bar & Gelato|Заведения|София
5091|Вилно селище Ягода|Туризъм|Боровец
6763|Комплекс Водопада|Туризъм|
3434|Holiday-SPA and Wellness 4*|Туризъм|Велинград
4818|Автоцентър Grand Мobil|Автомобили|Варна
6851|Хотел Лион - Боровец|Туризъм|Боровец
3886|Bar&Dinner - Cafe del Mar|Заведения|София
4122|"Драматичен театър ""Сава Огнянов"""|Култура|Русе
4514|Студио Ivy Lounge|Красота и Релакс|София
7873|Ресторант Вега|Заведения|Пловдив
5213|Автомивка Top Fresh|Автомобили|Пловдив
6657|Хотел Aqua Varvara|Туризъм|
5794|Немо - Fish Garden|Заведения|Варна
4518|J. J. Murphy's Irish Pub|Заведения|София
6098|Note Di Vino - La famiglia|Заведения|Пловдив
2167|E-Tours|Туризъм|Варна Добрич
4512|Old Citу Restaurant & Karaoke|Заведения|Варна
8105|Foodpanda|Заведения|
7374|Дайс-Ауто|Автомобили|Варна
8134|Хотел Royal SPA|Туризъм|Велинград
1393|Хотел Bansko SPA & Holidays|Туризъм|Банско
7464|Александър Палас|Туризъм|София
1836|Green Life Ski & SPA|Туризъм|Банско
916|Ресторант Бирена къща Кравая|Заведения|Пловдив
2983|Нуридент|Здраве|София
8515|Ресторант Mario's 2.0|Заведения|Русе
4905|Бистро Амира|Заведения|Варна
6490|Ресторант Terassa Play|Заведения|Русе
8603|Държавна опера Пловдив|Култура|Пловдив
8720|"Държавен музикален театър „Стефан Македонски"""|Култура|София
2837|ДТ ”Ст. Бъчваров” - Варна|Култура|Варна
3103|Студио за красота Евелин стил|Красота и Релакс|Варна
8215|Sushi Barcode|Заведения|Пловдив
3139|Ратола Сервиз|Автомобили|София
3522|Сладкарница Орхидея|Заведения|София
6671|Еко комплекс Клисура|Туризъм|
3153|Медицински Център Хармония|Здраве|София
5080|ComfortDent Dental Clinic|Красота и Релакс|София
5600|Механа Никова Къща|Заведения|Варна
2987|Салон за красота Тони Мерджанов|Красота и Релакс|София
7918|GraphicArt|Пазаруване|
2808|Студио Relax and Beauty Boutique Senses|Красота и Релакс|София
6437|Д-р Невена Илиева|Красота и Релакс|София
4239|Механа Хъшове|Заведения|Варна
5968|Restaurant Romantic|Заведения|Пловдив
7486|Пицария Пицикато|Заведения|Варна
7514|Бутикова пекарна|Заведения|Пловдив
1406|Action Aquapark|Забавления|Слънчев бряг
4970|Студио за красота New Vision|Красота и Релакс|Русе
7458|Автомивка Jet Car Wash|Автомобили|Пловдив
2826|Ресторант Евъргрийн|Заведения|Варна
4223|Ресторант-пицария Оноре|Заведения|Пловдив
5920|Ресторант Кръчмата|Заведения|Варна
3054|Комплекс Мегдана - с. Бачково|Заведения|Бачково
8037|Детска кухня Ян Бибиян|Заведения|
3058|Верига ресторанти Тони 2000|Заведения|Пловдив
6359|Ресторант Камелия|Заведения|Варна
7547|Сувлаки Бързо и Вкусно|Заведения|София
8825|Raffy Sweet & Drink|Заведения|София
6092|Ресторант Копитото|Заведения|Варна
2959|Автомивка Rompetrol|Автомобили|Варна
2968|AVON Гуми център|Автомобили|София Стара Загора
6043|Масажно студио Ан-Ди|Красота и Релакс|Пловдив
7058|Emily Style|Пазаруване|
7173|Eliza-kristal.com|Култура|
6824|Фирма Икар|Красота и Релакс|Пловдив
6310|Hitovo.com|Пазаруване|Варна
9038|Central-place|Заведения|Пловдив
7612|Dilios|Пазаруване|София
3066|Студио за красота Royal|Красота и Релакс|Варна
5632|Русенска Опера|Култура|Русе
7158|Ресторанти Бразилия|Заведения|Пловдив
5802|Център за релакс и красота АромаВива|Красота и Релакс|София
3412|Ресторант La Strada|Заведения|Русе
6005|Детски фризьорски салон Пъзел|За децата|София
7056|Bokacha.com|Красота и Релакс|
7434|Фирма Силвест Варна|Други|Варна
7726|BEAUTIQIE - Бутик за красота|Красота и Релакс|Варна
6568|Парк хотел Гардения****|Туризъм|Банско
7644|Вкусна къща Пей сърце|Заведения|София
2853|Monic SPA Club|Красота и Релакс|Пловдив
6209|Салон за красота Мимоли|Красота и Релакс|Русе
6373|Автомивка VI|Автомобили|Пловдив
8929|Ресторант Mario's Grill|Заведения|Русе
10075|Ресторант Bucci Cappello|Заведения|Варна
2796|Студио за красота Венера|Красота и Релакс|Добрич
3085|Коктейл-бар Garden|Заведения|Пловдив
3854|Пекарна Елица|Заведения|Варна
6741|Save Tours|Туризъм|Варна
3491|Механа Старият рицар|Заведения|Шумен
5301|Студио High Style|Красота и Релакс|Варна
4157|Пицария Da Vinci West|Заведения|Варна
4329|Restaurant Graphite|Заведения|София
4389|Джорджо Джани|Заведения|София
6789|Хотел България|Туризъм|Велинград
5086|Beauty Angel|Красота и Релакс|Плевен
6754|Балнеологичен център Камена|Туризъм|Велинград
6853|Ханче Яковци***|Туризъм|Елена
6838|Парк хотел Арбанаси****|Туризъм|
1445|SPA Хотел Персенк, Девин|Туризъм|Девин
3244|Уелнес център|Красота и Релакс|Варна
6884|Комплекс Замъка***|Туризъм|
2803|Козметолог Галя Кирчева|Красота и Релакс|Пловдив
3904|Автомивка Viva|Автомобили|Варна
7895|Автоцентър ATG|Автомобили|Бургас
2659|Хотел Домейн Пещера|Туризъм|Пещера
7327|Дорида 777|Пазаруване|
7544|Козметично Студио''R''||Варна
8344|Хотел Вихрен Палас****|Туризъм|Банско
3383|Хотелски комплекс Heat|Туризъм|Пещера
5778|Ресторант Бавария|Заведения|Плевен
2932|Beauty & SPA Studio Kokona|Красота и Релакс|София
3972|Салон за красота Creative|Красота и Релакс|Варна
4387|Neola - Body Slim|Красота и Релакс|Стара Загора
6576|Хотел Евридика - Пампорово|Туризъм|
8483|Бутикови торти Джойя|Заведения|Варна
281|Сладкарница Бътерфлай|Заведения|Пловдив
6000|ДКТ Иван Димов|Култура|Хасково
6679|Хотел Рай|Туризъм|Шумен
7500|Механа Балканска скара|Заведения|Варна
9166|Механа Балканска скара - МД|Заведения|Варна
5414|"Театър ""Възраждане"""|Култура|София
2949|Държавна Опера Варна|Култура|Варна
2952|Масажно студио Vitality|Красота и Релакс|Русе
4862|Механа 6 без 10|Заведения|Русе
742|Мария-Антоанета Резиденс|Туризъм|Банско
3172|Студио Mon Cheri|Красота и Релакс|Шумен
5143|"Ресторант ""Сръбски мерак при майстор Зоран"""|Заведения|Русе
6581|Хотел Фея***|Туризъм|
1511|Playground|Забавления|София
2790|Салон за красота Кристел|Красота и Релакс|Бургас
4125|Рамбла Бар & Грил|Заведения|Стара Загора
4919|Център VS Professional|Красота и Релакс|Бургас
6338|Studio Fire and Angel style|Красота и Релакс|Варна
7420|Ресторант Бизнес|Заведения|Пловдив
8963|Chocolate Studio||София
3628|Magic Tan Studio|Красота и Релакс|София
4437|Ресторант Del Cano|Заведения|Русе
8194|Комплекс Нептун|Забавления|Пловдив
8660|Масажист Терапевт Генадий Генчев|Красота и Релакс|Пловдив
8981|Sushi Time||Стара Загора
9457|Пица & дюнер Presto|Заведения|София
1846|Фирма Таота|Пазаруване|София
3748|Хотел Орфей****, Банско|Туризъм|Банско
5386|Aвтокъща с автомивка Веп|Автомобили|Бургас
9244|Салон за красота Beauty Masters|Красота и Релакс|Пловдив
3318|Вега Тест Варна|Красота и Релакс|Варна
6771|Хотел Лилия****|Туризъм|
7071|Фирма Коди|Пазаруване|Варна
7328|Natur House|Красота и Релакс|София
7401|Burger Chef|Заведения|Пловдив
7910|Ресторант Старото Време|Заведения|Пловдив
9253|Турски ресторант Antik|Заведения|Пловдив
4008|Козметичен салон Believe 89|Красота и Релакс|Русе
4198|Ресторант БМ Градината|Заведения|Варна
4422|Club Studio 5|Забавления|София
6060|Pasta Box|Заведения|София
6790|Комплекс Хилез***|Туризъм|Трявна
7044|Студио за красота и здраве Вали Стил|Красота и Релакс|Варна
7574|Център за здраве и красота Шърмейн|Красота и Релакс|София
7967|Outlet Daly|Пазаруване|Бургас
8352|Комплекс Аквапарк|Забавления|Пловдив
896|Ресторант Чановете|Заведения|Пловдив
6712|Комплекс Хановете|Туризъм|Плиска
1871|Пицарии Дон Домат|Заведения|София
3113|Испански ресторант Bodega|Заведения|София
4617|Автосервиз Autodrive|Автомобили|Пловдив
6148|Автомивка Ч-Тър|Автомобили|Варна
7479|Китайски ресторант Шанхай|Заведения|Пловдив
8329|Таbla Ltd - food & drinks|Заведения|София
4126|Пицария Венецианецът|Заведения|Русе
4909|Impossible Beauty|Красота и Релакс|София
6541|Beauty & Spa Musitta|Красота и Релакс|Варна
366|Конна база Стела|Туризъм|Бяла Черква
3509|Автомивка Wash & Go|Автомобили|Пловдив
3703|Ресторант Лайф|Заведения|Добрич
4416|Масажно студио Dream Body|Красота и Релакс|Русе
8207|Сръбски ресторант ЗАФО|Заведения|София
8318|Медико-диагностична лаборатория Д-р Бистра Тошкина|Красота и Релакс|Бургас
8498|ГТП БИГА|Автомобили|Пловдив
8998|Студио за красота Sense|Красота и Релакс|Варна
5455|Studio Ego|Красота и Релакс|Варна
8144|Студио Vanessa|Красота и Релакс|Варна
8529|Автомивка Red Stars|Автомобили|Варна
8695|"Бистро ""Мираж"""|Заведения|Стара Загора
3037|Ресторант Нашенци|Заведения|Варна
5823|Ресторант Чифлика|Заведения|Пловдив
7594|Beauty Studio Vlux|Красота и Релакс|Плевен
2985|Масажно студио The S|Красота и Релакс|София
3106|Ginger Coffee Club|Заведения|Варна
6734|"Комплекс ""Невада"""|Туризъм|
8494|"Салон за красота ""Angel"""|Красота и Релакс|Стара Загора
873|СБРФРМ Димина|Туризъм|Велико Търново
6087|Масажно студио Paris|Красота и Релакс|София
6722|Апартхотел Сейнт Джордж Палас|Туризъм|Банско
7225|Кoloriti.com|Пазаруване|
7731|Център за красота Arena Style|Красота и Релакс|Пловдив
7885|Къща за гости Рая|Туризъм|
3112|Хотел Езерец****|Туризъм|Благоевград
3138|Yan Coffee Break|Заведения|Варна
4639|Ресторанти Южен Полъх|Заведения|Пловдив
4962|Студио ExtraVAgance|Красота и Релакс|Добрич
5267|Арт Студио Пинк|Пазаруване|Пловдив
6143|Студио Furket|Красота и Релакс|София
7669|Дентален кабинет Д-р Чудомира Петкова|Красота и Релакс|Бургас
1462|Ескалибур|Забавления|Пловдив
2999|Ресторант Memo|Заведения|Варна
4370|Hotel & Cocktail Bar Noris|Заведения|Пловдив
5979|Beauty Studio Inna-Bell|Красота и Релакс|Варна
7033|Парти клуб Juliland|За децата|София
7260|Хотелски комплекс Яев|Туризъм|
7513|Ресторант Кокалъ|Заведения|Пловдив
7921|Lenses.bg|Красота и Релакс|
9048|Ресторант Sultana|Заведения|Пловдив
9083|Unagi Sushi|Заведения|София
2542|Рехабилитатор Маджаров||Пловдив
3351|Център Натур Хаус|Красота и Релакс|София
5013|Боулинг Клуб Novotel|Забавления|Пловдив
5692|Ресторант Златна Скара|Заведения|Плевен
6378|Ресторант При Стария капитан|Заведения|Бургас
6765|ТО Поход|Туризъм|София
8940|Ресторант Истанбул|Заведения|Варна
9925|Le gourmet de Paris|Заведения|София
1759|Александра Травел|Туризъм|Русе
2763|Buena Vista Spa Club|Красота и Релакс|Варна
4623|Stephan Center|Красота и Релакс|София
4706|Студио Теос|Красота и Релакс|Хасково
6061|Автомивки Лукойл|Автомобили|Пловдив
7184|Divine Body Pleven||Плевен
8064|"Драматичен театър ""Гео Милев"" - Стара Загора"|Култура|Стара Загора
1526|Студио за красота Senses|Красота и Релакс|София
3017|Toasty|Заведения|Пловдив
4224|Ресторант Болярите|Заведения|София
5631|Wellness center Bali|Красота и Релакс|София
7650|Aliza Beauty|Красота и Релакс|София Пловдив
7664|Ресторант Старо Село|Заведения|Варна
7911|Масажно студио Авлига||Русе
2883|Родопска Къща - Асеновград|Заведения|Асеновград
3551|Speed Team|Други|Пловдив
3769|Exit Beauty Studio|Красота и Релакс|София
4073|Хотел Mountain Dream***|Туризъм|Банско
4775|Салон Вероника Бюти||Пловдив
5874|Студио New Vision|Красота и Релакс|Варна
6783|Лилия Травел|Туризъм|София
7239|Картинг писта Лаута|Спорт и Фитнес|Пловдив
8181|Fame Bar&Dinner|Заведения|Варна
8256|ДКЦ 7|Красота и Релакс|Пловдив
10035|Bruxelles Bar & Dinner|Заведения|Варна
2381|Regnum Bansko Apart Hotel & SPA *****|Туризъм|Банско
2842|Център за красота и здраве Beauty & Relax|Красота и Релакс|Варна
2872|Heaven Studio|Красота и Релакс|Пловдив
3893|Пицарии Верди|Заведения|Пловдив
3999|Ресторант Retoush|Заведения|Бургас
4089|Пицария Палас|Заведения|Бургас
5266|Дигитален фотоцентър Photo Express|Пазаруване|Пловдив
5377|Рибни ресторанти Ya Ouzaky|Заведения|Пловдив
6332|Sushi House|Заведения|Бургас
6586|Рачев Хотел Резиденс****|Туризъм|
7593|Студио за красота Диор||Пловдив
7670|Импресарска фирма Ревю|Култура|Велико Търново
8330|Гранд Форс Груп|Пазаруване|
8473|Ресторант Speedy|Заведения|Плевен
8490|Ресторант Глобус|Заведения|Пловдив
8815|Пица Стамболийски|Заведения|София
1220|Театър “Българска армия”|Култура|София
1745|салон Виктория|Красота и Релакс|Стара Загора
2824|Яхта Евъргрийн|Забавления|Варна
3079|Център Versus|Красота и Релакс|София
3754|Верига сладкарници Bell|Заведения|Пловдив
4918|Аква Релакс||Русе
7678|Лазер Клиник Париж|Красота и Релакс|Варна
8130|Рекламна агенция ГДМ АРТ|Други|Пловдив
9105|Къщата на езерото|Туризъм|
4555|Фризьорски центрове Нина Йорданова|Красота и Релакс|Русе
5243|Art Beauty Zone|Красота и Релакс|Варна
5391|Салон за красота Йонита|Красота и Релакс|Стара Загора
5416|Студио Laura Style||София
5877|Студио Имидж|Красота и Релакс|Варна
6788|Хотел България***|Туризъм|
1216|Масажно Студио Vip Style||Пловдив
2690|Хотел Борика****|Туризъм|Чепеларе
3421|Studio 11|Красота и Релакс|Варна
7203|Пицария SimonElli|Заведения|Плевен
8200|Elegant Jewelries|Пазаруване|
8972|Студио За Красота Ева|Красота и Релакс|Бургас
3084|Ресторант Далия|Заведения|Пловдив
4579|Styx Silver|Красота и Релакс|София
6726|Хотел Гларус****|Туризъм|
7204|Ресторант и пицария Hope|Заведения|Бургас
8905|Студио Miss Kiss|Красота и Релакс|Бургас
8921|Grill Master|Заведения|Варна
1767|SPA Център Atlantis||Бургас
2858|Aliza Beauty Relax Studio|Красота и Релакс|Пловдив
2907|Студио Шанс|Красота и Релакс|Плевен
3276|Солна пещера|Красота и Релакс|София
3367|Масажни салони|Красота и Релакс|Хасково
3519|Studio Еxtravagant||Плевен
6249|Бистро Авангард|Заведения|Русе
6590|Bulgaria Travel|Туризъм|София
7498|Greener|Пазаруване|
7713|Ресторант Сингър|Заведения|Пловдив
8918|Ресторант Fish House Jump|Заведения|Пловдив
9102|Fringe Hair & Beauty|Красота и Релакс|Варна
9592|Пекарна Алекс|Заведения|Варна
4618|Клиника ДКЦ 2 - Пловдив|Красота и Релакс|Пловдив
6645|Балнео SPA-хотел Свети Спас|Туризъм|Велинград
7999|Хотелски комплекс Ливадите|Туризъм|
1459|SPA център Феличита|Красота и Релакс|Варна
1534|"Драматичен театър ""Адриана Будевска"""|Забавления|Бургас
3059|Клуб Адреналин|Спорт и Фитнес|Варна
3444|Ана Травел|Туризъм|Пловдив
9161|Ресторант City House|Заведения|Русе
9287|Ресторант Дон Вито Корлеоне|Заведения|Русе
1058|Драматичен Театър - Пловдив|Забавления|Пловдив
2482|Фризьорски салон Sia Style|Красота и Релакс|Варна
3039|Ресторант Nemo Club Marine|Заведения|Варна
7568|ГТП СТОНИКАР|Автомобили|Пловдив
7576|Ресторант Mama's Fish & Grill|Заведения|София
7791|Dynamic Beauty Center|Красота и Релакс|Варна
8218|Снек бар Баба Яга|Заведения|Русе
8235|Студио Пикасо Стил|Красота и Релакс|Плевен
8264|Студио Вега|Красота и Релакс|Варна
8820|Салон Kalina Fashion|Красота и Релакс|Варна
10148|Art Eternal|Пазаруване|София
5463|Aksus Computers|Пазаруване|Пловдив
7682|Студио за красота Дар|Красота и Релакс|Варна
8411|Veggie Fresh|Заведения|Варна
8696|Конна база Кичево|Спорт и Фитнес|
1264|Sun Travel|Туризъм|София
3140|Ратола Пловдив|Автомобили|Пловдив
3927|Ресторант Класик|Заведения|Шумен
5540|Pretty Vision Beauty Studio|Красота и Релакс|Варна
5617|Бутик за красота De Luxe|Красота и Релакс|Пловдив
6214|Сладкарница Колаков|Заведения|Пловдив
6589|SPA Хотел Извор****|Туризъм|
7382|Семеен хотел Бакхус|Туризъм|
925|Център Алфа Медика||София
3263|Салон за красота New Image||Варна
3828|Салони Funky&Rouge|Красота и Релакс|Пловдив
4826|Хотелски комплекс Маказа|Туризъм|Кърджали
6573|Хотел Сезони, Цигов чарк|Туризъм|
6718|Хотел Олимп|Туризъм|Поморие
7245|Д-р Верка Първановска|Красота и Релакс|София
7283|Ресторант Воденицата|Заведения|Бургас
8461|Magazinabg.com|Пазаруване|Русе
9179|Joey's Pizza & Dinner|Заведения|Пловдив
95|Beauty Studio MAX|Красота и Релакс|София
1797|Семеен Хотел Сватовете**|Туризъм|Априлци
1909|Йовчевата къща***|Туризъм|Елена
6242|Beauty Zone|Красота и Релакс|Стара Загора
7199|Салон MakeTrix|Красота и Релакс|София
7561|Семеен хотел Изворите|Туризъм|
8086|Хотел Тринити|Туризъм|Банско
8795|Масажно студио Exclusive||София
1390|Ресторант - градина Finno|Заведения|Пловдив
1505|Яхта Трофи|Туризъм|Созопол
3987|Дентален център Империал|Здраве|Варна
5225|Студио за красота Fashion|Красота и Релакс|Стара Загора
6188|Сладкарска къща Детелина|Заведения|Шумен
6215|ПК Ажур Пико|Култура|София
6585|Хотел Хармония**|Туризъм|Трявна
7016|Ресторант Лададика|Заведения|Варна
7213|Mr. Bebe|За децата|
8287|Студио Възраждане|Красота и Релакс|Стара Загора
8295|Козметично студио Белисима|Красота и Релакс|Бургас
8757|Hot Chicken|Заведения|Плевен
3117|Pizza e Pasta Italiana|Заведения|Пловдив
5654|Салон за красота Анджети|Красота и Релакс|Варна
7292|Картинг писта Варна|Забавления|Варна
8438|Салон за красота Фигаро|Красота и Релакс|Пловдив
1198|Хотел Белвю|Туризъм|Варна
2982|World Class Health Academy|Красота и Релакс|София
3061|Д-р Лечев|Здраве|София
6427|Масажно студио Body Relax||Русе
6656|Хотелски комплекс Тихия кът|Туризъм|Елена
7711|Салон за красота Фасон|Красота и Релакс|Шумен
7748|Студио Deja Vu|Красота и Релакс|София
8135|Салон Златист живот|Красота и Релакс|Варна
3546|Кафе Бариста|Заведения|София
3812|Драматичен театър Йордан Йовков|Култура|Добрич
4707|Медика 3 Дент|Здраве|Варна
5112|Комплекс Blue|Автомобили|София
5425|Автоцентър АутоТим|Автомобили|Пловдив
6002|Piksy.net|Пазаруване|Пловдив
6662|Комплекс Даянна|Туризъм|Добринище
6800|Семеен хотел Fresh|Туризъм|
8619|Therma Palace*****|Туризъм|
9109|Нет Стор|Пазаруване|
4741|Пицария Venezia|Заведения|Варна
4820|Студио за красота Валя Вълкова|Красота и Релакс|Шумен
6157|Салон за красота Krasi Style|Красота и Релакс|Пловдив
6294|Club 7.62|Забавления|Пловдив
6784|Хотел Изола Парадайз****|Туризъм|
7032|Фестивален и конгресен център-Варна|Забавления|Варна
7153|Студио за красота Йони|Красота и Релакс|Пловдив
7697|Sislet Beauty Salon|Красота и Релакс|София
8075|"Еко бар ""При Майкъл"""|Заведения|Пловдив
9062|Хотел Калифер|Туризъм|Калофер
10201|Салон за красота Фукли с букли|Красота и Релакс|Варна
1404|Студио за красота и танци My Choice|Красота и Релакс|Пловдив
2613|Медико-козметичен център Ефекто|Красота и Релакс|Варна
4004|Lucky Star|Красота и Релакс|Варна
4683|Студио Приложна магия|Красота и Релакс|София
5008|PitaGyros|Заведения|София
5676|Ресторант Ретро|Заведения|Добрич
5859|Козметичен SPA салон Елена|Красота и Релакс|Плевен
7247|Козметично студио Галина|Красота и Релакс|Стара Загора
7741|VeGa Style|Красота и Релакс|Стара Загора
8534|"Комплекс ""Лебед"""|Заведения|Добрич
2220|Бюро за туризъм и приключения Пълдин|Туризъм|Пловдив
3038|Салон Ефект|Красота и Релакс|София
3089|Ресторант Корзо|Заведения|София
3773|Държавен куклен театър|Култура|Стара Загора
4044|Боулинг Акваленд|Забавления|Пловдив
4498|Студио за масажи Flamingo|Красота и Релакс|София
4907|Автоцентър Гергушки|Автомобили|Плевен
4966|Lagarde|Заведения|Варна
5646|Relax Beauty&SPA|Красота и Релакс|София
6150|Ездови клуб Кавалер|Забавления|Пловдив
7270|Комплекс Next Escape|Заведения|Стара Загора
7446|Ресторант-механа Перперикон|Заведения|Бургас
8224|Сръбски ресторант 'При Миро'|Заведения|Плевен
9370|Сладкарница Чар|Заведения|Бургас
9777|Ретро музей|Забавления|Варна
3187|Studio Djidji|Красота и Релакс|София
3829|"Ресторант ""Амброзия"""|Заведения|Варна
5745|Руски Ресторант-градина Невски|Заведения|София
6755|Бунгала Лъки|Туризъм|
6880|Hotel Extreme****|Туризъм|
7263|Комплекс Дамова къща|Туризъм|Брацигово
8289|Комплекс Аликанте|Туризъм|
8381|Автосервиз Ауто Виджи|Автомобили|Пловдив
9315|Салон за красота El Clasico|Красота и Релакс|Варна
1303|Софийски цирк на сцена|Култура|София
2494|s.exsitee.com|Красота и Релакс|София
2801|Езиков център Скрипта|Уроци и курсове|Пловдив
3016|Club Vision|Заведения|Пловдив
3384|Café & Club NO NAME|Заведения|Пловдив
3534|Студио Rinato Massage|Красота и Релакс|Пловдив
4502|Здравно Студио|Красота и Релакс|Варна
5375|Студио за красота Bella Bellissima|Красота и Релакс|София
6279|Балет Арабеск|Култура|София
6299|Аqua сenter Pleven|Спорт и Фитнес|Плевен
6716|Семеен хотел Емили|Туризъм|Сърница
7467|Доктор Принтер|Пазаруване|Варна
7587|Мелпомена|Култура|София
7614|The Golden Hands||София
8620|Торонто пица|Заведения|София
8826|The Golden Lion|Заведения|Варна
9091|Студио за красота КаЯ||София
9618|Здравец Wellness & SPA****|Туризъм|Велинград
2900|Учебен център-Варна|Уроци и курсове|Варна
3034|Club Bizarr|Заведения|Пловдив
3230|Салон за красота LM|Красота и Релакс|Пловдив
3410|Ресторант La Strada Mall Rousse|Заведения|Русе
3563|My Café by Ani Boland|Заведения|Варна
4831|ЖеНи Оптик|Красота и Релакс|Шумен
6265|Автомивка Рефреш|Автомобили|Варна
7578|Салон за красота Elect|Красота и Релакс|Варна
7633|Фото Принт|Пазаруване|София
7667|Хотел Кубан|Туризъм|
7745|Салон за красота Infinity|Красота и Релакс|Варна
8161|Хотел Четирилистна детелина|Туризъм|Банско
8431|Хотел Риагор|Туризъм|
9118|Салон за масажи Буда||Плевен
9215|Салон Cheap & Chic|Красота и Релакс|Пловдив
9305|Гостилница Чинарите|Заведения|Варна
1231|Увеселителен парк Детски кът|Заведения|Варна
3152|Комплекс Авторай|Автомобили|Варна
4410|Салон за красота Didi Fashion|Красота и Релакс|София
5024|Фризьорски салон Анатоли Велев|Красота и Релакс|София
5218|Ресторант Библиотеката|Заведения|Стара Загора
5576|Салон за красота DIV Style|Красота и Релакс|Варна
6229|Сладкарница Astreia|Заведения|Обзор Бургас
7829|Хотел Kap House|Туризъм|Банско
8153|Тримаран Чайка|Забавления|Варна
8697|Пицария Класик|Заведения|Пловдив
8944|Salon No10|Красота и Релакс|Добрич
3015|Автокозметичен център 100 TIN|Автомобили|Варна
3424|Туристическа агенция Дрийм Тур|Туризъм|Пловдив
3459|Лоял Трейд|Пазаруване|Варна
3615|Студио за красота Кадифе|Туризъм|Велико Търново
6559|Салон Тайм фор бюти|Красота и Релакс|Бургас
7275|Комплекс Фазанария|Туризъм|
7866|Комплекс Антик|Туризъм|
8806|Салон Golden Angel|Красота и Релакс|София
9447|Escape Game Challenge|Забавления|Бургас
9632|Ресторант Параклиса|Заведения|Плевен
3065|Studio One|Красота и Релакс|Варна
4936|Бистро с парти център Happy day|Заведения|Бургас
5067|Еко Медика||София
5278|Естетичен център Charm|Красота и Релакс|Варна
